"0x00000000000000000000000000000000000000B1","EOS5cujNHGMYZZ2tgByyNEUaoPLFhZVmGXbZc9BLJeQkKZFqGYEiQ","100000000.0000"
"0x000006cD7e87e99b2a9e3F06195F982b30C17386","EOS5YE6Km6P3tx66V4kjviudUJKbiCU9wmancF1D9xv9ZWXmV8Swe","54.5426"
"0x000151f25fD0B6f9A55441F679E21648872f426A","EOS6ec8qWu7NwV8nnC6Dj4bNszqjsZqBMAVhEqMw4L2GoxQfxx7NG","65.0222"
"0x0002945F1fc37863f255e0803b75Ff1f5276E23A","EOS58yQEdzMa15r1UpXqEGzFNsgvr6FnKGh9xhx9wvgthRgjuhDoW","215205.6186"
"0x00038783c2DD7325329d38a247C39515C6d4D696","EOS7fVz3FuoSCxBgd7fsSf7M2bbLXVb7WrN3PoX9U2r2vYhbFAwVS","1340.6920"
"0x0003EC2bA7BFb4c37E2018FE1D8920708363a33E","EOS65T2NipEhixpxUsNTdf8HDs3Rsc1MTDokDEPrXP2wkesGZB3rr","5500.4071"
"0x0004c6e783305a8381890F4112D07755cfCDAe75","EOS6eMfu3LjJoHZByCTnRaHU59ik3SZTGf6ugdDUZ4MMczWLkBAn6","2032.9461"
"0x0004De2a3049c6ecfBEf3eD66eDd47B2129a1625","EOS8MWvQHu5oL6yN5pPC92fZ31UDiz8GuvcbW5j9stPEzwHpso8q5","6.9397"
"0x0004f0778D79305E9248EFa7DeCF52D65c7DC5a0","EOS7Zzbd1uX6qF7jg3mvkGWMqgoHH4KMosCkng8SzWVjuwiQPhzHr","13.3184"
"0x00054388b27663B4b4cb2bFc8544e2923FE5e967","EOS6a14vkJaeykLAjiv92e5RGVbzJsgEUneo2HfXGRcZBNEBvQYA5","896.1467"
"0x00062D1dd1AfB6Fb02540Ddad9cDebFE568e0d89","EOS8KLRmMBdkNvxn8MghXCKu9Q1S9fBombAPD3qWZyLEUPjwbPuiC","167.1186"
"0x00089Aa4d3f13d18566Ac992e3145Ca0A594e2DE","EOS5n4Haj231Hka98xkC2bsR67sNbfpAPttBpfzj3W7M5EFYu15J8","383.8614"
"0x0009187B662600eaA3437F3f75F9c85f9783f0Fa","EOS6PwrBbfvQwqykxcdzgnP45DiHEks7RUdGggJg1tjvZ64XdNScd","292109.0869"
"0x000944138e41e20361d3c1E29fbba80D7531Dc66","EOS8UB5dqECcnVUQJsHoo5w76fVyA6khTqEiurA16WDcCmiceUBV3","613.5890"
"0x000a1c9145b73cf46993fD810aB6773135742896","EOS53K8rCjSh8cNQfEHewPZaASJ7mMXX8bb3TZU1SBYS3WE4cTw44","37665.4238"
"0x000AA8F565DAaDBB949361e20520c6F6AF97B842","EOS5k7xPHJpKZehowQVmdWU7m1NFydfowTuZRtByVMY6ykFfcMkPG","8269.0013"
"0x000B9AfF896edF3e9a7652a09470157541A8C3d7","EOS8b8QY24WXkv3R9QXjNHPBF8MP54xdDdhFwC7KriC9goQxrjpBA","51.2900"
"0x000bEc82C41837d974899b26B26F9cc8890Af9Ea","EOS5Ph6ZFqjQkkYThCWVgAevaAgg8afk5iyM27LHqqCx6C3eNusSs","1001.5456"
"0x000C9Aaa593e3310343F48c0F561B9fa6393C94e","EOS7BAtQP1Ea7XVSeJXdNMaJtqXAAZN7GKTtr6vsKbBrFWyWT9Yi8","32.9791"
"0x000ea6DF3b680cB96f66A42041235D1ED776eF4f","EOS4xdReK3Tr6HGpSDriSy4DM2u8pFV9FnrZAvAdGvNubHhrY51sH","579243.8591"
"0x000fe3B327e85859eb26e9C6237fa6a34880CD68","EOS5a2jap1RE3kAcW33aCGygtTrvVLNgVEoTPyCA6QqHTNknjtPhM","85.6367"
"0x0010efAEE66c3107682E1A003DB2cC1012e2DF62","EOS7wtEW623GwXYCZgQMTseL8y2nx8ECZ9GFsDDZtQy13Mrm4nGp1","410.2900"
"0x00115a2e2722A8c9145949Ee283D4313B5576622","EOS7sH7Ak48d284GifnC6qGRRfxEWbsc47jEF7Dz8zaj1hmwu4LyR","2090.5373"
"0x00118277abf91327129053BBa068921563134c82","EOS62cdZbxZ1NGHPDuRQveHNHCrPqCzHeqcBAZCg5JxzSSnaNTB1a","18784.1136"
"0x00138888221A216e5c865986a6E421eF6deF30ea","EOS8L9xWRfqDk9Vw4KxCmGHMkPKfx1jDjP8CLE963KVBJRDys9S6R","7320.7037"
"0x0015CB2187299D43B6313aE138a966899c72630c","EOS6H3QdawJggeaEgmBCQVpAmkuKCpeKLbzajExccvbrt5BPenvWX","1531.4876"
